"DISSEMINATION_ID","ORIGINAL_DISSEMINATION_ID","ACTION","EXECUTION_TIMESTAMP","CLEARED","INDICATION_OF_COLLATERALIZATION","INDICATION_OF_END_USER_EXCEPTION","INDICATION_OF_OTHER_PRICE_AFFECTING_TERM","BLOCK_TRADES_AND_LARGE_NOTIONAL_OFF-FACILITY_SWAPS","EXECUTION_VENUE","EFFECTIVE_DATE","END_DATE","DAY_COUNT_CONVENTION","SETTLEMENT_CURRENCY","ASSET_CLASS","SUB-ASSET_CLASS_FOR_OTHER_COMMODITY","TAXONOMY","PRICE_FORMING_CONTINUATION_DATA","UNDERLYING_ASSET_1","UNDERLYING_ASSET_2","PRICE_NOTATION_TYPE","PRICE_NOTATION","ADDITIONAL_PRICE_NOTATION_TYPE","ADDITIONAL_PRICE_NOTATION","NOTIONAL_CURRENCY_1","NOTIONAL_CURRENCY_2","ROUNDED_NOTIONAL_AMOUNT_1","ROUNDED_NOTIONAL_AMOUNT_2","PAYMENT_FREQUENCY_1","PAYMENT_FREQUENCY_2","RESET_FREQUENCY_1","RESET_FREQUENCY_2","EMBEDED_OPTION","OPTION_STRIKE_PRICE","OPTION_TYPE","OPTION_FAMILY","OPTION_CURRENCY","OPTION_PREMIUM","OPTION_LOCK_PERIOD","OPTION_EXPIRATION_DATE","PRICE_NOTATION2_TYPE","PRICE_NOTATION2","PRICE_NOTATION3_TYPE","PRICE_NOTATION3"
"86517028","86507989","CORRECT","2018-05-29T07:15:21","U","UC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAustralia","Trade","ITRAXX AUSTRALIA SERIES 29 VERSION 1:2I668IBC5","","BasisPoints","69.25","","","USD","","1,000,000","","3M","","","","","","","","","","","","","","",""
"86516742","","NEW","2018-05-29T07:09:31","C","PC","N","Y","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:ItraxxSDI","Trade","ITRAXX EUROPE CROSSOVER SERIES 29 VERSION 1:2I667KFN3","","BasisPoints","322.9","","","EUR","","4,000,000","","3M","","","","","","","","","","","","","","",""
"86503511","","NEW","2018-05-28T07:33:35","C","","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Amendment","ITRACX FINA SEN BASKET 30 SERIE29:2I667DBT0","","Basis Points","0","","","EUR","","25,000,000","","3M","","","","","","","","","","","","","","",""
"86502836","","NEW","2018-05-29T06:26:56","C","","N","N","Y","ON","2018-05-30","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","XOVER S29:2I667KFN3","","Basis points","315.5","","","EUR","","50,000,000","","3M","","","","","","","","","","","","","","",""
"86502859","","NEW","2018-05-29T06:28:24","U","UC","N","N","Y","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAustralia","Trade","ITRAXX AUSTRALIA.MAIN.29.1:2I668IBC5","","BasisPoints","69","","","USD","","110,000,000+","","3M","","","","","","","","","","","","","","",""
"86517120","86517028","CANCEL","2018-05-29T07:15:21","U","UC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAustralia","Trade","ITRAXX AUSTRALIA SERIES 29 VERSION 1:2I668IBC5","","BasisPoints","69.25","","","USD","","1,000,000","","3M","","","","","","","","","","","","","","",""
"86517121","86517028","CORRECT","2018-05-29T06:55:08","U","PC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAustralia","Trade","ITRAXX AUSTRALIA SERIES 29 VERSION 1:2I668IBC5","","BasisPoints","69.25","","","USD","","1,000,000","","3M","","","","","","","","","","","","","","",""
"86533231","","NEW","2018-05-29T08:40:23","C","","N","N","Y","ON","2018-05-30","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","XOVER S29:2I667KFN3","","Basis points","324.25","","","EUR","","55,000,000","","3M","","","","","","","","","","","","","","",""
"86535327","","NEW","2018-05-29T08:55:03","C","","N","N","N","ON","2018-05-30","2023-06-20"," ACT/360","EUR","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","MARKIT ITRX EUROPE 06/23 ICE:2I666VCI4","","Basis points","75","","","EUR","","5,000,000","","3M","","","","","","","","","","","","","","",""
"86535826","","NEW","2018-05-27T08:56:38","U","PC","N","N","N","OFF","2018-05-29","2018-08-28"," ACT/360","USD","CR","","Credit:TotalReturnSwap","Trade","MN5AC8:EGT9980S8I11","","BasisPoints","0","","","EGP","","150,000,000","","1M","","","","","","","","","","","","","","",""
"86533198","","NEW","2018-05-29T08:40:00","C","","N","N","Y","ON","2018-05-30","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","XOVER S29:2I667KFN3","","Basis points","324.25","","","EUR","","31,000,000","","3M","","","","","","","","","","","","","","",""
"86530933","","NEW","2018-05-29T08:26:24","C","","N","N","N","ON","2018-05-30","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","FINSEN S29:2I667DBT0","","Basis points","94.6","","","EUR","","25,000,000","","3M","","","","","","","","","","","","","","",""
"86530664","","NEW","2018-05-29T08:25:18","C","UC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","ITRAXX EUROPE.MAIN.29.1:2I666VCI4","","BasisPoints","74.3","","","EUR","","50,000,000","","3M","","","","","","","","","","","","","","",""
"86530684","","NEW","2018-05-29T08:25:40","C","","N","N","N","ON","2018-05-30","2023-06-20"," ACT/360","EUR","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","MARKIT ITRX EUROPE 06/23 ICE:2I666VCI4","","Basis points","72.5","","","EUR","","38,000,000","","3M","","","","","","","","","","","","","","",""
"86528585","","NEW","2018-05-29T08:10:40","C","","N","N","Y","ON","2018-05-30","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","74.75","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
"86528832","","NEW","2018-05-29T08:10:54","C","","N","N","Y","ON","2018-05-30","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","FINSEN S29:2I667DBT0","","Basis points","89.5","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
"86539523","","NEW","2018-05-29T09:40:30","C","","N","N","N","ON","2018-05-30","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","71.5","","","EUR","","21,000,000","","3M","","","","","","","","","","","","","","",""
"86538014","","NEW","2018-05-29T09:08:17","C","UC","N","N","Y","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Swaptions:iTraxx:iTraxxEuropeSwaption","Novation","iTraxx Europe Series 29 Version 1-V1:2I666VCI4","","Basispoints","18.6","","","EUR","","95,000,000+","","3M","","","","","0.85","P-","EU","EUR","176,700","","2018-06-20","","","",""
"86539547","","NEW","2018-05-29T08:34:52","U","UC","N","N","Y","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Sub Financials Series 29 Version 1:2I667EBU5","","BasisPoints","218.5","","","EUR","","86,000,000+","","3M","","","","","","","","","","","","","","",""
"86539301","","NEW","2018-05-29T09:38:38","C","","N","N","N","ON","2018-05-30","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","XOVER S29:2I667KFN3","","Basis points","318.5","","","EUR","","680,000","","3M","","","","","","","","","","","","","","",""
"86538006","86537151","CANCEL","2018-05-29T08:59:53","U","UC","N","N","N","","2017-09-20","2022-12-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Crossover Series 28 Version 1:2I667KFM5","","BasisPoints","285","","","EUR","","2,000,000","","3M","","","","","","","","","","","","","","",""
"86538070","","NEW","2018-05-29T09:25:03","C","","N","N","N","ON","2018-05-30","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","72.4","","","EUR","","9,000,000","","3M","","","","","","","","","","","","","","",""
"86538073","86529938","CANCEL","2018-05-29T08:21:25","C","UC","N","N","N","","2014-03-20","2019-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","ITRAXX EUROPE.MAIN.21.1:2I666VBB0","","BasisPoints","13","","","EUR","","10,000,000","","3M","","","","","","","","","","","","","","",""
"86544094","","NEW","2018-05-29T10:02:37","U","FC","N","N","N","OFF","2018-03-20","2021-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","ITRAXX EUROPE SERIES 29 VERSION 1:2I666VCI4","","Basis points","40.875","","","EUR","","40,000,000","","3M","","","","","","","","","","","","","","",""
"86544268","","NEW","2018-05-29T10:08:04","C","","N","N","N","ON","2018-05-30","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","XOVER S29:2I667KFN3","","Basis points","317","","","EUR","","9,000,000","","3M","","","","","","","","","","","","","","",""
"86541928","","NEW","2018-05-29T09:50:02","C","PC","N","Y","Y","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:ItraxxSDI","Trade","ITRAXX EUROPE SERIES 29 VERSION 1:2I666VCI4","","BasisPoints","72.8","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
"86542303","","NEW","2018-05-29T09:57:21","U","PC","N","N","Y","OFF","2018-06-21","2023-06-20"," ACT/360","","CR","","Credit:Swaptions:iTraxx:iTraxxEuropeSwaption","Trade","ITRAXX EUROPE SERIES 29 VERSION 1:2I666VCI4","","Percentage","0.3125","","","EUR","","86,000,000+","","3M","","","","","75","C-","EU","EUR","268,750","","2018-06-20","","","",""
"86545767","","NEW","2018-05-29T10:21:57","U","UC","N","N","N","OFF","2018-05-30","2018-09-20"," ACT/360","EUR","CR","","Credit:TotalReturnSwap","Trade","iBoxx EUR Liquid High Yield Index:XSUNKNOWN000","","Amount","188.57","","","EUR","","15,000,000","","0","","","","","","","","","","","","","","",""
"86542162","","NEW","2018-05-29T09:56:24","U","FC","N","N","Y","OFF","2018-06-21","2023-06-20"," ACT/360","","CR","","Credit:Swaptions:iTraxx:iTraxxEuropeSwaption","Trade","ITRAXX EUROPE SERIES 29 VERSION 1:2I666VCI4","","Percentage","0.3055","","","EUR","","86,000,000+","","3M","","","","","75","C-","EU","EUR","262,730","","2018-06-20","","","",""
"86533276","","NEW","2018-05-29T08:42:18","C","UC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Series 29 Version 1:2I666VCI4","","BasisPoints","75","","","EUR","","10,000,000","","3M","","","","","","","","","","","","","","",""
"86532522","86530664","CANCEL","2018-05-29T08:25:18","C","UC","N","N","N","","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","ITRAXX EUROPE.MAIN.29.1:2I666VCI4","","BasisPoints","74.3","","","EUR","","50,000,000","","3M","","","","","","","","","","","","","","",""
"86529962","","NEW","2018-05-29T08:22:53","C","","N","N","Y","ON","2018-05-30","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","XOVER S29:2I667KFN3","","Basis points","324.7","","","EUR","","32,000,000","","3M","","","","","","","","","","","","","","",""
