"DISSEMINATION_ID","ORIGINAL_DISSEMINATION_ID","ACTION","EXECUTION_TIMESTAMP","CLEARED","INDICATION_OF_COLLATERALIZATION","INDICATION_OF_END_USER_EXCEPTION","INDICATION_OF_OTHER_PRICE_AFFECTING_TERM","BLOCK_TRADES_AND_LARGE_NOTIONAL_OFF-FACILITY_SWAPS","EXECUTION_VENUE","EFFECTIVE_DATE","END_DATE","DAY_COUNT_CONVENTION","SETTLEMENT_CURRENCY","ASSET_CLASS","SUB-ASSET_CLASS_FOR_OTHER_COMMODITY","TAXONOMY","PRICE_FORMING_CONTINUATION_DATA","UNDERLYING_ASSET_1","UNDERLYING_ASSET_2","PRICE_NOTATION_TYPE","PRICE_NOTATION","ADDITIONAL_PRICE_NOTATION_TYPE","ADDITIONAL_PRICE_NOTATION","NOTIONAL_CURRENCY_1","NOTIONAL_CURRENCY_2","ROUNDED_NOTIONAL_AMOUNT_1","ROUNDED_NOTIONAL_AMOUNT_2","PAYMENT_FREQUENCY_1","PAYMENT_FREQUENCY_2","RESET_FREQUENCY_1","RESET_FREQUENCY_2","EMBEDED_OPTION","OPTION_STRIKE_PRICE","OPTION_TYPE","OPTION_FAMILY","OPTION_CURRENCY","OPTION_PREMIUM","OPTION_LOCK_PERIOD","OPTION_EXPIRATION_DATE","PRICE_NOTATION2_TYPE","PRICE_NOTATION2","PRICE_NOTATION3_TYPE","PRICE_NOTATION3"
"86611810","86593945","CANCEL","2018-05-30T00:57:40","U","FC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAsiaExJapan","Trade","iTraxx Asia ex-Japan IG Series 29 Version 1:4ABCAMAV8","","Basis points","80","","","USD","","25,000,000","","3M","","","","","","","","","","","","","","",""
"86611811","86593945","CORRECT","2018-05-30T07:21:10","U","FC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAsiaExJapan","Trade","iTraxx Asia ex-Japan IG Series 29 Version 1:4ABCAMAV8","","Basis points","80","","","USD","","25,000,000","","3M","","","","","","","","","","","","","","",""
"86610687","","NEW","2018-05-30T07:12:20","C","","N","N","Y","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","XOVER S29:2I667KFN3","","Basis points","311.45","","","EUR","","45,000,000","","3M","","","","","","","","","","","","","","",""
"86614044","","NEW","2018-05-30T07:33:14","C","","N","N","N","ON","2018-05-31","2023-06-20"," ACT/360","EUR","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","MARKIT ITRX EUROPE 06/23 ICE:2I666VCI4","","Basis points","70.35","","","EUR","","39,000,000","","3M","","","","","","","","","","","","","","",""
"86619565","","NEW","2018-05-30T07:56:51","U","PC","N","N","N","OFF","2018-05-30","2023-06-20"," ACT/360","","CR","","Credit:Index:CDX:CDXEmergingMarkets","Partialtermination","CDX.EM.29:2I65BZDJ8","","Price","97.22","","","USD","","10,000,000","","3M","","","","","","","","","","","","","","",""
"86619349","","NEW","2018-05-30T07:55:21","U","PC","N","N","N","OFF","2018-05-30","2023-06-20"," ACT/360","","CR","","Credit:Index:CDX:CDXEmergingMarkets","Partialtermination","CDX.EM.29:2I65BZDJ8","","Price","97.22","","","USD","","5,000,000","","3M","","","","","","","","","","","","","","",""
"86617410","","NEW","2018-05-30T07:26:32","U","UC","N","N","Y","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Senior Financials Series 29 Version 1:2I667DBT0","","Basis points","89.75","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
"86616081","","NEW","2018-05-30T07:39:15","C","","N","N","N","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","69.755","","","EUR","","2,000,000","","3M","","","","","","","","","","","","","","",""
"86615752","","NEW","2018-05-30T07:38:27","C","","N","N","N","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","69.755","","","EUR","","21,000,000","","3M","","","","","","","","","","","","","","",""
"86616566","","NEW","2018-05-30T07:40:15","U","UC","N","N","N","OFF","2018-03-20","2023-06-20"," Act/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Series 29 Version 1:2I666VCI4","","BasisPoints","69.9","","","EUR","","400,000","","3M","","","","","","","","","","","","","","",""
"86595023","86499929","CANCEL","2018-05-25T18:44:00","U","FC","N","Y","N","OFF","2017-11-20","2020-12-07"," ACT/ACT.ISDA","USD","CR","","Credit:Exotic:Other","Trade","CM FINANCE SPV LTD:US125745AA78","","","","","","USD","","100,000,000+","","0","","","","","","","","","","","","","","",""
"86595024","86499929","CORRECT","2018-05-29T20:25:16","U","FC","N","Y","N","OFF","2017-11-20","2020-12-07"," ACT/ACT.ISDA","USD","CR","","Credit:Exotic:Other","Trade","CM FINANCE SPV LTD:US125745AA78","","","","","","USD","","100,000,000+","","0","","","","","","","","","","","","","","",""
"86595084","86499914","CANCEL","2018-05-25T18:45:14","U","FC","N","Y","N","OFF","2017-11-20","2019-12-05"," ACT/ACT.ISDA","USD","CR","","Credit:Exotic:Other","Trade","CM FINANCE SPV LTD:US125745AB51","","","","","","USD","","27,000,000","","0","","","","","","","","","","","","","","",""
"86595085","86499914","CORRECT","2018-05-29T20:27:41","U","FC","N","Y","N","OFF","2017-11-20","2019-12-05"," ACT/ACT.ISDA","USD","CR","","Credit:Exotic:Other","Trade","CM FINANCE SPV LTD:US125745AB51","","","","","","USD","","18,000,000","","0","","","","","","","","","","","","","","",""
"86593275","","NEW","2018-05-30T00:31:02","U","PC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAsiaExJapan","Trade","None:4ABCAMAV8","","BasisPoints","79.5","","","USD","","25,000,000","","3M","","","","","","","","","","","","","","",""
"86593818","","NEW","2018-05-30T00:45:50","C","PC","N","Y","N","OFF","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAustralia","Trade","ITRAXX AUSTRALIA SERIES NUMBER 29 VERSION 1:2I668IBC5","","BasisPoints","72.5","","","USD","","50,000,000","","3M","","","","","","","","","","","","","","",""
"86593925","","NEW","2018-05-30T00:55:23","U","PC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxJapan","Trade","ITRAXX JAPAN.MAIN.29.1:2I668HCC6","","BasisPoints","53.5","","","JPY","","2,000,000,000","","3M","","","","","","","","","","","","","","",""
"86593945","","NEW","2018-05-30T00:57:40","U","FC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAsiaExJapan","Trade","iTraxx Asia ex-Japan IG Series 29 Version 1:4ABCAMAV8","","Basis points","80","","","USD","","25,000,000","","3M","","","","","","","","","","","","","","",""
"86594812","86593275","CANCEL","2018-05-30T00:31:02","U","PC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAsiaExJapan","Trade","None:4ABCAMAV8","","BasisPoints","79.5","","","USD","","25,000,000","","3M","","","","","","","","","","","","","","",""
"86594813","86593275","CORRECT","2018-05-30T01:58:02","C","PC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAsiaExJapan","Trade","None:4ABCAMAV8","","BasisPoints","79.5","","","USD","","25,000,000","","3M","","","","","","","","","","","","","","",""
"86597042","86537020","CANCEL","2018-05-29T09:06:37","U","PC","N","Y","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:ItraxxSDI","Trade","ITRAXX EUROPE SERIES 29 VERSION 1:2I666VCI4","","BasisPoints","73.2","","","EUR","","5,000,000","","3M","","","","","","","","","","","","","","",""
"86597043","86537020","CORRECT","2018-05-29T09:06:37","U","UC","N","Y","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:ItraxxSDI","Trade","ITRAXX EUROPE SERIES 29 VERSION 1:2I666VCI4","","BasisPoints","73.2","","","EUR","","5,000,000","","3M","","","","","","","","","","","","","","",""
"86596174","","NEW","2018-05-30T02:34:23","C","FC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAsiaExJapan","Trade","None:4ABCAMAV8","","BasisPoints","79","","","USD","","10,000,000","","3M","","","","","","","","","","","","","","",""
"86597806","","NEW","2018-05-30T03:24:55","C","UC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAustralia","Trade","iTraxx Australia Series 29 Version 1:2I668IBC5","","BasisPoints","72","","","USD","","50,000,000","","3M","","","","","","","","","","","","","","",""
"86600751","","NEW","2017-08-21T16:56:08","U","PC","N","Y","N","OFF","2017-08-23","2018-06-27"," ACT/360","","CR","","Credit:Exotic:Other","Amendment","NIGERIA T-BILL ZCPN 21/06/2018:AO0213543","","Percentage","8,517","","","USD","","13,000,000","","0","","","","","","","","","","","","","","",""
"86600755","","NEW","2017-08-23T14:45:37","U","PC","N","Y","N","OFF","2017-08-25","2018-05-30"," ACT/360","","CR","","Credit:Exotic:Other","Amendment","NIGERIA OMO BILL 0 24/05/2018:AN7630360","","Percentage","8,661","","","USD","","8,000,000","","0","","","","","","","","","","","","","","",""
"86600756","","NEW","2017-08-23T14:54:14","U","PC","N","Y","N","OFF","2017-08-25","2018-05-30"," ACT/360","","CR","","Credit:Exotic:Other","Amendment","NIGERIA OMO BILL 0 24/05/2018:AN7630360","","Percentage","8,661","","","USD","","13,000,000","","0","","","","","","","","","","","","","","",""
"86601145","","NEW","2017-09-06T15:35:56","U","PC","N","Y","N","OFF","2017-09-08","2018-08-29"," ACT/360","","CR","","Credit:Exotic:Other","Amendment","NIGERIA OMO BILL 0 16/08/2018:AO7270629","","Percentage","8,414.8573","","","USD","","1,000,000","","0","","","","","","","","","","","","","","",""
"86601147","","NEW","2017-09-06T16:00:56","U","PC","N","Y","N","OFF","2017-09-08","2018-08-29"," ACT/360","","CR","","Credit:Exotic:Other","Amendment","NIGERIA OMO BILL 0 16/08/2018:AO7270629","","Percentage","8,414.8573","","","USD","","7,000,000","","0","","","","","","","","","","","","","","",""
"86601149","","NEW","2017-09-21T15:28:23","U","PC","N","Y","N","OFF","2017-09-25","2018-09-26"," ACT/360","","CR","","Credit:Exotic:Other","Amendment","NIGERIA T-BILL ZCPN 20/09/2018:AP2375255","","Percentage","8,324.97035","","","USD","","1,000,000","","0","","","","","","","","","","","","","","",""
"86601150","","NEW","2017-09-06T16:09:31","U","PC","N","Y","N","OFF","2017-09-08","2018-08-29"," ACT/360","","CR","","Credit:Exotic:Other","Amendment","NIGERIA OMO BILL 0 16/08/2018:AO7270629","","Percentage","8,414.8573","","","USD","","7,000,000","","0","","","","","","","","","","","","","","",""
"86601152","","NEW","2017-09-21T15:44:35","U","PC","N","Y","N","OFF","2017-09-25","2018-09-26"," ACT/360","","CR","","Credit:Exotic:Other","Amendment","NIGERIA T-BILL ZCPN 20/09/2018:AP2375255","","Percentage","8,324.97035","","","USD","","13,000,000","","0","","","","","","","","","","","","","","",""
"86601160","","NEW","2017-09-21T15:48:51","U","PC","N","Y","N","OFF","2017-09-25","2018-09-26"," ACT/360","","CR","","Credit:Exotic:Other","Amendment","NIGERIA T-BILL ZCPN 20/09/2018:AP2375255","","Percentage","8,324.97035","","","USD","","10,000,000","","0","","","","","","","","","","","","","","",""
"86600725","","NEW","2017-08-17T14:02:20","U","PC","N","Y","N","OFF","2017-08-21","2018-07-25"," ACT/360","","CR","","Credit:Exotic:Other","Amendment","NGOMOB ZPN 12/07/2018:AO3550842","","Percentage","8,371","","","USD","","1,000,000","","0","","","","","","","","","","","","","","",""
"86603236","","NEW","2018-05-30T06:21:44","C","PC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAsiaExJapan","Trade","ITRAXX ASIA EX JAPAN.IG.29.1:4ABCAMAV8","","BasisPoints","77.5","","","USD","","10,000,000","","3M","","","","","","","","","","","","","","",""
"86603300","","NEW","2018-05-30T06:26:39","U","PC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAsiaExJapan","Trade","ITRAXX ASIA EX JAPAN.IG.29.1:4ABCAMAV8","","BasisPoints","78","","","USD","","20,000,000","","3M","","","","","","","","","","","","","","",""
"86602941","","NEW","2018-05-30T06:00:06","U","PC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAsiaExJapan","Novation","ITRAXX ASIA EX JAPAN.IG.29.1:4ABCAMAV8","","BasisPoints","77.75","","","USD","","30,000,000","","3M","","","","","","","","","","","","","","",""
"86608084","","NEW","2018-05-30T07:00:52","C","FC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAsiaExJapan","Trade","None:4ABCAMAV8","","BasisPoints","78","","","USD","","20,000,000","","3M","","","","","","","","","","","","","","",""
"86635952","","NEW","2018-05-30T08:53:50","C","","N","N","N","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","70.35","","","EUR","","4,000,000","","3M","","","","","","","","","","","","","","",""
"86636375","","NEW","2018-05-30T08:56:22","C","","N","N","N","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","XOVER S29:2I667KFN3","","Basis points","313.5","","","EUR","","3,000,000","","3M","","","","","","","","","","","","","","",""
"86636052","","NEW","2018-05-30T08:54:18","C","","N","N","N","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","70.345","","","EUR","","30,000,000","","3M","","","","","","","","","","","","","","",""
"86636638","","NEW","2018-05-30T08:57:46","C","UC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Senior Financials Series 29 Version 1:2I667DBT0","","BasisPoints","89.78","","","EUR","","50,000,000","","3M","","","","","","","","","","","","","","",""
"86637089","","NEW","2018-05-30T09:00:38","U","UC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Senior Financials Series 29 Version 1:2I667DBT0","","BasisPoints","89.75","","","EUR","","66,000,000","","3M","","","","","","","","","","","","","","",""
"86633986","","NEW","2018-05-30T08:46:39","C","","N","N","Y","ON","2018-05-31","2023-06-20"," ACT/360","EUR","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","MKIT ITRX EUR XOVER 06/23 ICE:2I667KFN3","","Basis points","310","","","EUR","","53,000,000","","3M","","","","","","","","","","","","","","",""
"86636287","","NEW","2018-05-30T08:38:25","U","UC","N","N","N","OFF","2018-03-20","2028-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Series 29 Version 1:2I666VCI4","","BasisPoints","112.375","","","EUR","","5,000,000","","3M","","","","","","","","","","","","","","",""
"86645683","86335791","CANCEL","2018-05-24T15:21:42","C","","N","N","N","","2018-03-20","2026-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","ITRAXX-EUROPES25V1-10Y:2I666VBF1","","Percentage","100","","","EUR","","10,000,000","","3M","","","","","","","","","","","","","","",""
"86642885","","NEW","2018-05-30T09:34:19","U","UC","N","N","Y","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Swaptions:iTraxx:iTraxxEuropeSwaption","Novation","iTraxx Europe Senior Financials Series 29 Version 1-V1:2I667DBT0","","Basispoints","13","","","EUR","","95,000,000+","","3M","","","","","1.2","P-","EU","EUR","123,500","","2018-06-20","","","",""
"86646188","","NEW","2018-05-24T15:21:42","C","","N","N","N","OFF","2018-05-29","2026-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","ITRAXX-EUROPES25V1-10Y:2I666VBF1","","Percentage","100","","","EUR","","10,000,000","","3M","","","","","","","","","","","","","","",""
"86642732","","NEW","2018-05-30T08:44:53","U","PC","N","N","N","OFF","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Senior Financials Series 29 Version 1:2I667DBT0","","BasisPoints","89.15","","","EUR","","2,000,000","","3M","","","","","","","","","","","","","","",""
"86643648","","NEW","2018-05-30T09:47:58","C","","N","N","N","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","70.5","","","EUR","","65,000,000","","3M","","","","","","","","","","","","","","",""
"86643679","","NEW","2017-08-21T17:08:11","U","PC","N","Y","N","OFF","2017-08-23","2018-06-27"," ACT/360","","CR","","Credit:Exotic:Other","Amendment","NIGERIA T-BILL ZCPN 21/06/2018:AO0213543","","Percentage","8,517","","","USD","","4,000,000","","0","","","","","","","","","","","","","","",""
"86639760","86617410","CORRECT","2018-05-30T09:18:02","U","UC","N","N","Y","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Senior Financials Series 29 Version 1:2I667DBT0","","Basis points","89.75","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
"86642688","","NEW","2018-05-30T08:44:53","U","PC","N","N","N","OFF","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Senior Financials Series 29 Version 1:2I667DBT0","","BasisPoints","89.15","","","EUR","","22,000,000","","3M","","","","","","","","","","","","","","",""
"86642712","","NEW","2018-05-30T08:44:53","U","PC","N","N","N","OFF","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Senior Financials Series 29 Version 1:2I667DBT0","","BasisPoints","89.15","","","EUR","","7,000,000","","3M","","","","","","","","","","","","","","",""
"86642715","","NEW","2018-05-30T08:44:53","U","PC","N","N","N","OFF","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Senior Financials Series 29 Version 1:2I667DBT0","","BasisPoints","89.15","","","EUR","","250,000","","3M","","","","","","","","","","","","","","",""
"86639759","86617410","CANCEL","2018-05-30T07:26:32","U","UC","N","N","Y","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Senior Financials Series 29 Version 1:2I667DBT0","","Basis points","89.75","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
"86640316","","NEW","2018-05-30T09:27:38","C","","N","N","N","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","FINSEN S29:2I667DBT0","","Basis points","90.45","","","EUR","","25,000,000","","3M","","","","","","","","","","","","","","",""
"86640368","","NEW","2018-05-30T09:28:45","C","","N","N","N","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","70.51","","","EUR","","44,000,000","","3M","","","","","","","","","","","","","","",""
"86640441","","NEW","2018-05-30T09:29:21","C","","N","N","N","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","70.51","","","EUR","","5,000,000","","3M","","","","","","","","","","","","","","",""
"86640619","","NEW","2018-05-30T09:28:21","U","UC","N","N","N","OFF","2017-09-20","2022-12-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","ITRAXX EUROPE.CROSSOVER.28.1:2I667KFM5","","BasisPoints","277.65","","","EUR","","20,000,000","","3M","","","","","","","","","","","","","","",""
"86644105","","NEW","2018-05-30T09:07:20","U","UC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","ITRAXX EUROPE CROSSOVER SERIES 29 VERSION 1:2I667KFN3","","BasisPoints","322","","","EUR","","23,000,000","","3M","","","","","","","","","","","","","","",""
"86644148","86644105","CANCEL","2018-05-30T09:07:20","U","UC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","ITRAXX EUROPE CROSSOVER SERIES 29 VERSION 1:2I667KFN3","","BasisPoints","322","","","EUR","","23,000,000","","3M","","","","","","","","","","","","","","",""
"86644149","86644105","CORRECT","2018-05-30T09:07:20","C","UC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","ITRAXX EUROPE CROSSOVER SERIES 29 VERSION 1:2I667KFN3","","BasisPoints","322","","","EUR","","23,000,000","","3M","","","","","","","","","","","","","","",""
"86645079","","NEW","2018-05-30T09:55:00","U","UC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Senior Financials Series 29 Version 1:2I667DBT0","","Basis points","89.9","","","EUR","","28,000,000","","3M","","","","","","","","","","","","","","",""
"86621943","86526765","CANCEL","2018-05-29T07:42:57","U","UC","N","N","N","","2016-09-20","2021-12-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Series 26 Version 1:2I666VBO2","","BasisPoints","46.5","","","EUR","","1,000,000","","3M","","","","","","","","","","","","","","",""
"86627099","","NEW","2018-05-30T06:30:11","C","UC","N","N","Y","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","iTraxx Europe Series 29 Version 1:2I666VCI4","","BasisPoints","71.875","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
"86627228","","NEW","2018-05-30T08:13:51","U","UC","N","N","N","OFF","2018-05-31","2018-09-20"," ACT/360","","CR","","Credit:TotalReturnSwap","Partialtermination","4J623RAA0:4J623RAA0","","Price","189.2","","","EUR","","40,000,000","","3M","","","","","","","","","","","","","","",""
"86620414","","NEW","2018-05-30T07:59:16","C","","N","N","Y","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","FINSEN S29:2I667DBT0","","Basis points","89.875","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
"86620719","","NEW","2018-05-30T08:00:12","C","","N","N","Y","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","FINSEN S29:2I667DBT0","","Basis points","89","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
"86620888","","NEW","2018-05-30T08:00:52","C","","N","N","Y","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","69.875","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
"86629471","","NEW","2018-03-21T09:10:21","U","PC","N","Y","N","OFF","2018-03-23","2018-06-25"," ACT/360","","CR","","Credit:Exotic:Other","Amendment","IGB 6.79 15/05/2027:IN0020170026","","Percentage","9,588.0222","","","USD","","10,000,000","","0","","","","","","","","","","","","","","",""
"86631248","","NEW","2018-05-30T08:27:00","C","PC","N","Y","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:ItraxxSDI","Trade","ITRAXX EUROPE SENIOR FINANCIALS SERIES 29 VERSION 1:2I667DBT0","","BasisPoints","88.75","","","EUR","","25,000,000","","3M","","","","","","","","","","","","","","",""
"86627113","","NEW","2018-05-30T08:12:31","C","","N","N","Y","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","FINSEN S29:2I667DBT0","","Basis points","88","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
"86631779","","NEW","2018-05-30T08:37:29","C","","N","N","N","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","69.245","","","EUR","","5,000,000","","3M","","","","","","","","","","","","","","",""
"86631385","","NEW","2018-05-30T06:07:12","U","PC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxJapan","Partialtermination","iTraxx Japan Series 29 Version 1:2I668HCC6","","Basis points","53.5","","","JPY","","2,000,000,000","","3M","","","","","","","","","","","","","","",""
"86632455","","NEW","2018-05-30T08:39:30","C","PC","N","Y","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:ItraxxSDI","Trade","ITRAXX EUROPE SERIES 29 VERSION 1:2I666VCI4","","BasisPoints","69.5","","","EUR","","25,000,000","","3M","","","","","","","","","","","","","","",""
"86632456","","NEW","2018-05-30T08:39:33","C","PC","N","Y","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:ItraxxSDI","Trade","ITRAXX EUROPE SERIES 29 VERSION 1:2I666VCI4","","BasisPoints","69.5","","","EUR","","25,000,000","","3M","","","","","","","","","","","","","","",""
"86631677","","NEW","2018-05-30T08:37:00","C","","N","N","N","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","69.245","","","EUR","","44,000,000","","3M","","","","","","","","","","","","","","",""
"86631503","","NEW","2018-05-30T08:32:59","C","","N","N","Y","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","70.25","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
"86631517","","NEW","2018-05-30T08:33:33","C","","N","N","Y","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","EUROPE S29:2I666VCI4","","Basis points","70.25","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
"86633481","","NEW","2018-05-30T08:43:34","C","UC","N","N","N","OFF","2018-03-20","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxAustralia","Trade","iTraxx Australia Series 29 Version 1:2I668IBC5","","BasisPoints","70.75","","","USD","","10,000,000","","3M","","","","","","","","","","","","","","",""
"86631459","","NEW","2018-05-30T08:32:11","C","","N","N","Y","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","FINSEN S29:2I667DBT0","","Basis points","89.5","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
"86631532","","NEW","2018-05-30T08:34:05","C","","N","N","Y","ON","2018-05-31","2023-06-20"," ACT/360","","CR","","Credit:Index:iTraxx:iTraxxEurope","Trade","FINSEN S29:2I667DBT0","","Basis points","89.5","","","EUR","","95,000,000+","","3M","","","","","","","","","","","","","","",""
